"Date","Price","Open","High","Low","Vol.","Change %"
"02/15/2022","14,620.82","14,482.11","14,624.53","14,444.46","222.14M","2.47%"
"02/14/2022","14,268.59","14,233.40","14,400.78","14,119.73","249.43M","0.10%"
"02/11/2022","14,253.84","14,739.46","14,769.64","14,194.54","289.87M","-3.07%"
"02/10/2022","14,705.64","14,770.67","15,037.26","14,636.61","259.08M","-2.33%"
"02/09/2022","15,056.96","14,930.99","15,057.90","14,870.36","220.30M","2.10%"
"02/08/2022","14,747.03","14,533.25","14,785.22","14,485.78","211.61M","1.21%"
"02/07/2022","14,571.25","14,716.43","14,813.86","14,524.63","203.27M","-0.84%"
"02/04/2022","14,694.35","14,566.28","14,832.05","14,452.28","238.70M","1.33%"
"02/03/2022","14,501.11","14,693.85","14,856.51","14,471.19","310.21M","-4.22%"
"02/02/2022","15,139.74","15,173.03","15,196.40","14,960.85","297.73M","0.80%"
"02/01/2022","15,019.68","14,966.60","15,034.42","14,749.49","234.44M","0.60%"
"01/31/2022","14,930.05","14,505.07","14,934.52","14,442.88","311.40M","3.29%"
"01/28/2022","14,454.61","14,091.32","14,457.78","13,880.48","292.47M","3.22%"
"01/27/2022","14,003.11","14,346.46","14,419.45","13,972.88","291.78M","-1.20%"
"01/26/2022","14,172.76","14,492.52","14,646.54","14,006.40","310.91M","0.17%"
"01/25/2022","14,149.12","14,237.60","14,410.43","14,033.81","283.30M","-2.48%"
"01/24/2022","14,509.58","14,160.91","14,532.57","13,724.85","425.47M","0.49%"
"01/21/2022","14,438.40","14,728.66","14,868.45","14,432.64","388.09M","-2.75%"
"01/20/2022","14,846.46","15,176.38","15,347.62","14,832.69","246.53M","-1.34%"
"01/19/2022","15,047.84","15,287.25","15,382.00","15,038.43","228.59M","-1.07%"
"01/18/2022","15,210.76","15,378.06","15,446.30","15,182.96","284.38M","-2.57%"
"01/14/2022","15,611.59","15,396.47","15,617.18","15,396.47","214.94M","0.75%"
"01/13/2022","15,495.62","15,970.09","15,990.38","15,468.09","220.05M","-2.57%"
"01/12/2022","15,905.10","15,955.48","16,017.39","15,815.94","192.30M","0.38%"
"01/11/2022","15,844.12","15,582.72","15,848.56","15,496.91","214.96M","1.47%"
"01/10/2022","15,614.43","15,383.18","15,627.92","15,165.53","281.70M","0.14%"
"01/07/2022","15,592.19","15,774.13","15,835.00","15,526.80","212.83M","-1.10%"
"01/06/2022","15,765.36","15,675.22","15,900.60","15,608.57","229.89M","-0.04%"
"01/05/2022","15,771.77","16,190.55","16,249.23","15,763.84","257.52M","-3.12%"
"01/04/2022","16,279.73","16,513.87","16,513.87","16,151.91","241.07M","-1.35%"
"01/03/2022","16,501.77","16,395.51","16,504.13","16,306.64","199.76M","1.11%"
